C4,RhlIPlus,RhlI(C12=0),RhlI(C12=0.4),RhlI(C12=0.8),RhlI(C12=1.2),RhlI(C12=1.6),RhlI(C12=2)
1.68,63881.1339699987,54897.8351659276,110793.165019211,114220.642186897,115458.493203725,116096.995038701,116486.599846873
1.684,63953.0901447175,54903.7658451377,110799.095698421,114226.572866107,115464.423882935,116102.925717911,116492.530526083
1.688,64024.8712689219,54909.6820965597,110805.011949843,114232.489117529,115470.340134357,116108.841969333,116498.446777505
1.692,64096.4779806139,54915.583972778,110810.913826062,114238.390993747,115476.242010576,116114.743845551,116504.348653723
1.696,64167.910914699,54921.4715261222,110816.801379406,114244.278547091,115482.12956392,116120.631398895,116510.236207067
1.7,64239.1707030044,54927.3448086677,110822.674661951,114250.151829637,115488.002846465,116126.504681441,116516.109489613
1.704,64310.2579742985,54933.2038722382,110828.533725522,114256.010893207,115493.861910036,116132.363745011,116521.968553184
1.708,64381.1733543086,54939.0487684066,110834.37862169,114261.855789376,115499.706806204,116138.20864118,116527.813449352
1.712,64451.9174657398,54944.8795484966,110840.20940178,114267.686569466,115505.537586294,116144.03942127,116533.644229442
1.716,64522.4909282929,54950.6962635845,110846.026116868,114273.503284554,115511.354301382,116149.856136358,116539.46094453
1.72,64592.8943586828,54956.4989645002,110851.828817784,114279.305985469,115517.157002298,116155.658837273,116545.263645445
1.724,64663.128370656,54962.2877018293,110857.617555113,114285.094722799,115522.945739627,116161.447574602,116551.052382775
1.728,64733.1935750089,54968.062525914,110863.392379198,114290.869546883,115528.720563712,116167.222398687,116556.827206859
1.732,64803.0905796054,54973.8234868549,110869.153340139,114296.630507824,115534.481524653,116172.983359628,116562.5881678
1.736,64872.8199893942,54979.5706345123,110874.900487796,114302.377655482,115540.22867231,116178.730507285,116568.335315458
1.74,64942.3824064266,54985.3040185076,110880.633871791,114308.111039477,115545.962056305,116184.463891281,116574.068699453
1.744,65011.7784298736,54991.0236882251,110886.353541509,114313.830709194,115551.681726023,116190.183560998,116579.78836917
1.748,65081.0086560432,54996.7296928128,110892.059546097,114319.536713782,115557.38773061,116195.889565586,116585.494373758
1.752,65150.0736783975,55002.4220811842,110897.751934468,114325.229102153,115563.080118982,116201.581953957,116591.186762129
1.756,65218.9740875697,55008.1009020199,110903.430755304,114330.907922989,115568.758939818,116207.260774793,116596.865582965
1.76,65287.7104713806,55013.7662037683,110909.096057052,114336.573224738,115574.424241566,116212.926076541,116602.530884714
1.764,65356.2834148558,55019.4180346478,110914.747887932,114342.225055617,115580.076072446,116218.577907421,116608.182715593
1.768,65424.6935002421,55025.0564426475,110920.386295931,114347.863463617,115585.714480445,116224.216315421,116613.821123593
1.772,65492.9413070237,55030.681475529,110926.011328813,114353.488496498,115591.339513327,116229.841348302,116619.446156474
1.776,65561.0274119392,55036.2931808274,110931.623034111,114359.100201797,115596.951218625,116235.453053601,116625.057861773
1.78,65628.9523889971,55041.8916058529,110937.221459137,114364.698626822,115602.549643651,116241.051478626,116630.656286798
1.784,65696.7168094924,55047.4767976921,110942.806650976,114370.283818661,115608.13483549,116246.636670465,116636.241478637
1.788,65764.3212420227,55053.0488032091,110948.378656493,114375.855824178,115613.706841007,116252.208675982,116641.813484154
1.792,65831.7662525037,55058.6076690472,110953.937522331,114381.414690016,115619.265706845,116257.76754182,116647.372349993
1.796,65899.0524041852,55064.1534416299,110959.483294914,114386.960462599,115624.811479428,116263.313314403,116652.918122575
1.8,65966.1802576669,55069.686167162,110965.016020446,114392.493188131,115630.34420496,116268.846039935,116658.450848107
1.804,66033.1503709138,55075.2058916316,110970.535744915,114398.012912601,115635.863929429,116274.365764405,116663.970572577
1.808,66099.9632992717,55080.7126608106,110976.042514094,114403.51968178,115641.370698608,116279.872533584,116669.477341756
1.812,66166.6195954826,55086.2065202564,110981.53637354,114409.013541226,115646.864558054,116285.36639303,116674.971201202
1.816,66233.1198096998,55091.6875153131,110987.017368597,114414.494536282,115652.345553111,116290.847388086,116680.452196258
1.82,66299.4644895034,55097.1556911124,110992.485544396,114419.962712082,115657.81372891,116296.315563886,116685.920372058
1.824,66365.6541799147,55102.6110925756,110997.940945859,114425.418113545,115663.269130373,116301.770965349,116691.375773521
1.828,66431.6894234117,55108.0537644141,111003.383617698,114430.860785383,115668.711802212,116307.213637187,116696.818445359
1.832,66497.5707599439,55113.4837511308,111008.813604415,114436.2907721,115674.141788929,116312.643623904,116702.248432076
1.836,66563.2987269464,55118.9010970215,111014.230950305,114441.708117991,115679.559134819,116318.060969795,116707.665777967
1.84,66628.8738593553,55124.3058461761,111019.63569946,114447.112867145,115684.963883974,116323.465718949,116713.070527121
1.844,66694.2966896218,55129.6980424795,111025.027895763,114452.505063449,115690.356080277,116328.857915253,116718.462723425
1.848,66759.5677477265,55135.0777296132,111030.407582897,114457.884750582,115695.735767411,116334.237602386,116723.842410558
1.852,66824.687561194,55140.4449510561,111035.77480434,114463.251972025,115701.102988854,116339.604823829,116729.209632001
1.856,66889.656655107,55145.7997500859,111041.12960337,114468.606771055,115706.457787884,116344.959622859,116734.564431031
1.86,66954.4755521205,55151.1421697802,111046.472023064,114473.949190749,115711.800207578,116350.302042553,116739.906850725
1.864,67019.1447724754,55156.4722530175,111051.802106301,114479.279273987,115717.130290815,116355.632125791,116745.236933963
1.868,67083.6648340131,55161.7900424789,111057.119895763,114484.597063448,115722.448080277,116360.949915252,116750.554723424
1.872,67148.0362521888,55167.0955806484,111062.425433932,114489.902601618,115727.753618446,116366.255453422,116755.860261594
1.876,67212.2595400854,55172.3889098147,111067.718763098,114495.195930784,115733.046947612,116371.548782588,116761.15359076
1.88,67276.3352084271,55177.670072072,111072.999925356,114500.477093041,115738.32810987,116376.829944845,116766.434753017
1.884,67340.263765593,55182.9391093214,111078.268962605,114505.746130291,115743.597147119,116382.098982095,116771.703790267
1.888,67404.0457176304,55188.1960632716,111083.525916555,114511.003084241,115748.854101069,116387.355936045,116776.960744217
1.892,67467.6815682685,55193.4409754404,111088.770828724,114516.24799641,115754.099013238,116392.600848214,116782.205656386
1.896,67531.1718189312,55198.6738871553,111094.003740439,114521.480908125,115759.331924953,116397.833759929,116787.438568101
1.9,67594.5169687505,55203.8948395554,111099.224692839,114526.701860525,115764.552877353,116403.054712329,116792.659520501
1.904,67657.7175145796,55209.1038735915,111104.433726875,114531.910894561,115769.761911389,116408.263746365,116797.868554537
1.908,67720.7739510059,55214.3010300279,111109.630883312,114537.108050997,115774.959067826,116413.460902801,116803.065710973
1.912,67783.6867703639,55219.4863494431,111114.816202727,114542.293370412,115780.144387241,116418.646222216,116808.251030388
1.916,67846.4564627479,55224.6598722312,111119.989725515,114547.4668932,115785.317910029,116423.819745004,116813.424553176
1.92,67909.0835160246,55229.8216386023,111125.151491886,114552.628659572,115790.4796764,116428.981511375,116818.586319548
1.924,67971.5684158465,55234.9716885844,111130.301541868,114557.778709554,115795.629726382,116434.131561358,116823.73636953
1.928,68033.9116456632,55240.1100620236,111135.439915307,114562.917082993,115800.768099821,116439.269934797,116828.874742969
1.932,68096.1136867351,55245.2367985859,111140.56665187,114568.043819555,115805.894836384,116444.396671359,116834.001479531
1.936,68158.175018145,55250.3519377576,111145.681791041,114573.158958727,115811.009975555,116449.511810531,116839.116618703
1.94,68220.0961168108,55255.4555188465,111150.78537213,114578.262539816,115816.113556644,116454.61539162,116844.220199792
1.944,68281.8774574972,55260.5475809831,111155.877434267,114583.354601952,115821.205618781,116459.707453756,116849.312261928
1.948,68343.5195128286,55265.6281631215,111160.958016405,114588.435184091,115826.286200919,116464.788035895,116854.392844067
1.952,68405.0227533006,55270.6973040402,111166.027157324,114593.504325009,115831.355341838,116469.857176813,116859.461984986
1.956,68466.3876472921,55275.7550423434,111171.084895627,114598.562063313,115836.413080141,116474.914915117,116864.519723289
1.96,68527.6146610772,55280.8014164617,111176.131269745,114603.608437431,115841.459454259,116479.961289235,116869.566097407
1.964,68588.7042588371,55285.8364646533,111181.166317937,114608.643485623,115846.494502451,116484.996337426,116874.601145599
1.968,68649.6569026715,55290.8602250047,111186.190078288,114613.667245974,115851.518262802,116490.020097778,116879.62490595
1.972,68710.4730526109,55295.872735432,111191.202588716,114618.679756401,115856.53077323,116495.032608205,116884.637416377
1.976,68771.1531666275,55300.8740336816,111196.203886965,114623.681054651,115861.532071479,116500.033906455,116889.638714627
1.98,68831.697700647,55305.8641573311,111201.194010615,114628.6711783,115866.522195129,116505.024030104,116894.628838276
1.984,68892.10710856,55310.8431437907,111206.172997074,114633.65016476,115871.501181588,116510.003016564,116899.607824736
1.988,68952.3818422334,55315.8110303034,111211.140883587,114638.618051273,115876.469068101,116514.970903077,116904.575711249
1.992,69012.5223515214,55320.7678539466,111216.09770723,114643.574874916,115881.425891744,116519.92772672,116909.532534892
1.996,69072.5290842772,55325.7136516327,111221.043504916,114648.520672602,115886.37168943,116524.873524406,116914.478332578
2,69132.4024863635,55330.6484601099,111225.978313394,114653.455481079,115891.306497908,116529.808332883,116919.413141055
